id,name,description,category,Immnity,Robustness,Focus,Vitality,Poise,weight
17f69817673l0i0oyc8ncpqgjvrcif,Guilty Hood,"Coarse hooded cloak of olive brown. The garb of those accused of lesser crimes, indicated by the collar of sharpened branches.",Helm,15,9,27,31,0,1.4
17f696fbd24l0i0oycdmvglo5nx46n,Haima Glintstone Crown,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.,Helm,22,11,33,39,2,2.7
17f697b1dc8l0i0nrz9dme9tiyu7a,Haligtree Crest Surcoat,"Armor worn by soldiers sworn to the Haligtree. The surcoat bears the crest of the Haligtree. Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree.",Chest Armor,32,55,23,24,15,10.6
17f69823d53l0i0occko5j66qlc4tm,Haligtree Gauntlets,Gauntlets worn by soldiers sworn to the Haligtree. Rust-worn and stained through unending conflict.,Gauntlets,11,18,8,8,3,3.5
17f69a365f1l0i0pkskdokmb4aqac9,Haligtree Greaves,Greaves worn by soldiers sworn to the Haligtree. Rust-worn and stained through unending conflict.,Leg Armor,20,34,14,15,9,6.6
17f69481b1fl0i0oyflmw1g4d5g0uo,Haligtree Helm,Helm worn by soldiers sworn to the Haligtree. An iron helm graced by a crown of unalloyed gold. Increases faith.,Helm,12,22,9,10,4,4
17f693542bdl0i0ns0zp2tfb88ycs8,Haligtree Knight Armor,Armor worn by knights sworn the Haligtree.,Chest Armor,35,57,24,25,16,11.8
17f69929f49l0i0ns9wsqy4m97c0fp,Haligtree Knight Armor (altered),Lighter version of the Haligtree Knight Armor.,Chest Armor,32,52,0,22,0,10.8
17f69c275c9l0i0ocdyuhcyebjccc,Haligtree Knight Gauntlets,Gauntlets worn by knights sworn to the Haligtree. Time has yet to dull their luster.,Gauntlets,12,19,8,8,4,3.9
17f69ba4982l0i0pkrcelbkbzjuebo,Haligtree Knight Greaves,Greaves worn by knights sworn to the Haligtree. Time has yet to dull their luster.,Leg Armor,22,35,15,15,10,7.3
17f69586beal0i0oykfsnvc4lmbfxi,Haligtree Knight Helm,Helm worn by knights sworn to the Haligtree. Graced by a crown of unalloyed gold.,Helm,15,24,10,11,5,5.1
17f69a2b719l0i0oyglty948pj2eli,Hierodas Glintstone Crown,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy. Increases intelligence and endurance to the detriment of FP. The crown of Hierodas was granted to scholars who engaged in nomadic study away from the academy.,Helm,20,11,39,42,2,3
17f697006efl0i0nsgci74miib1qwe,High Page Clothes,Clothes of a page selected for special privileges by the noble they serve.,Chest Armor,42,23,76,76,2,5.3
17f6982714el0i0nt70cm2pr5h4jhe,High Page Clothes (altered),Lighter version of the High Page Clothes.,Chest Armor,34,19,0,61,0,4.3
17f695912ael0i0oywyyb6br2pm11a,High Page Hood,Hood of a page selected for special privilege by the noble they serve.,Helm,15,8,27,27,0,1.4
17f69317737l0i0nt25yag7pvs80be,Highwayman Cloth Armor,Hideously stained and ragged cloth armor. Worn by former foot soldiers who have turned to banditry.,Chest Armor,57,35,50,50,6,7.7
17f69654affl0i0oc85nksgx9drm8,Highwayman Gauntlets,Hideously stained and dented gauntlets. Worn by former foot soldiers who have turned to banditry.,Gauntlets,19,12,17,17,1,2.6
17f69c478dfl0i0ozgmor9bnppal7,Highwayman Hood,Hideously stained and ragged hood. Worn by former foot soldiers who have turned to banditry.,Helm,24,15,22,22,2,3.3
17f69abd677l0i0ntbpaq2bpd1xvtv,Hoslow's Armor,"Garish silver armor decorated with red embellishments. Passed down through the Hoslow family. When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused. ""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",Chest Armor,38,60,24,16,16,11.8
17f699aeee7l0i0nthxam2x800a5c,Hoslow's Armor (altered),Lighter version of the Hoslow's Armor.,Chest Armor,32,52,0,21,0,10.8
17f69633e9el0i0ocfz1gvzw0dagvj,Hoslow's Gauntlets,Garish silver gauntlets decorated with red embellishments. Passed down through the Hoslow family.,Gauntlets,13,20,8,8,4,3.9
17f69870f92l0i0pksini97stvfbt,Hoslow's Greaves,Garish silver greaves decorated with red embellishments. Passed down through the Hoslow family.,Leg Armor,24,37,15,15,10,7.3
17f698caf07l0i0ozkyde7or07e6pu,Hoslow's Helm,A twin-tailed silver helm decorated with flowery adornments. Symbol of the head of the head of the revered House of Hoslow.,Helm,18,27,11,11,6,5.5
17f69c1dd2el0i0ozlazmh75f99cng,Iji's Mirrorhelm,"Helm fashioned from a crystal looking-glass, said to have never left War Counselor Iji's head. Easily broken and weak against striking attacks.",Helm,22,42,26,39,5,7.5
17f69baaa05l0i0ozkvxs099zu679,Imp Head (cat),"Head covering made from the largely unaltered head of an impish golem. Resembling a cat, it holds trace amounts of feline intelligence.",Helm,35,35,20,20,8,8.1
17f6935bccbl0i0ozqmtalizr9k08s,Imp Head (corpse),"Head covering made from the largely unaltered head of an impish golem. Resembling the visage of a corpse, it holds trace amounts of lingering faith.",Helm,35,35,20,20,8,8.1
17f6989e8dfl0i0ozu9cdyko9cdmka,Imp Head (elder),"Head covering made from the largely unaltered head of an impish golem. Resembling an elder, it holds trace amounts of arcane knowledge.",Helm,35,35,20,20,8,8.1
17f698fa609l0i0oznl5zwilfuh1oi,Imp Head (fanged),"Head covering made from the largely unaltered head of an impish golem. Resembling a fanged demon, it holds trace amounts of bestial strength.",Helm,35,35,0,20,0,8.1
17f69816ef9l0i0ozya05y9ggmskcn,Imp Head (long-tongued),Head covering made from the largely unaltered head of an impish golem.,Helm,35,35,20,20,8,8.1
17f69b977bfl0i0p01ggnqcshd4pck,Imp Head (wolf),"Head covering made from the largely unaltered head of an impish golem. Resembling a wolf, it holds trace amounts of lupine endurance.",Helm,35,35,20,20,8,8.1
17f69872a1fl0i0p0ro3bhaa3iwqi,Incantation Scarab,"Golden scarab worn directly on the head. These scarabs roll clumps of incantations during their labors. Slightly reduces the FP costs of incantations, but increases damage taken. As a scarab approaches death, it abandons its rolled treasure and stretches its wings wide for long journey to its home nest.",Helm,42,22,27,26,2,5.1
17f69421b99l0i0ocgf1zewmzfqhb5,Iron Gauntlets,Ordinary iron gauntlets.,Gauntlets,8,15,6,4,3,2.9
17f695e0212l0i0p116zi571esihv,Iron Helmet,An iron helmet showing rust on its edges. Cloth covering the mouth and neck provides some resistance to poison and other irritants.,Helm,12,18,8,8,4,3.8
17f6968ae5fl0i0p1059ri48kyr8tj,Iron Kasa,Iron kasa of the man who calls himself Shabriri. Crafted to imitate the woven straw hats worn in the Land of Reeds.,Helm,30,23,24,24,2,3.8
17f69a7b122l0i0ntcckeer2ct3dv,Ivory-draped Tabard,Padded cloth armor with a shawl in the color of ivory draped over the shoulders. Worn by foot soldiers sworn to the Haligtree.,Chest Armor,63,42,0,57,0,8.3
17f69a8f345l0i0p12a9jsknocmc3h,Jar,"Jar that fits cleanly over the head when upturned. Made with pride by Iron Fist Alexander. In a uniquely jarlike gesture of friendship, it boosts the power of throwing pot items.",Helm,24,33,0,15,0,6.8
17f698185e9l0i0p13y0n9qjr9fgscp,Juvenile Scholar Cap,"Cap worn by young academy scholars, the juveniles birthed anew by the amber egg of Queen Rennala, the head of Raya Lucaria Academy. Yet their rebirth is not without imperfections, and thus do they repeat the process, eventually becoming utterly dependent upon it. Rebirth is as sleep to them, and with each awakening, memory fades into oblivion.",Helm,15,10,26,29,0,1.4
17f69a4d9f6l0i0ntecg0c1cz59ipm,Juvenile Scholar Robe,"Robe worn by young academy scholars, the juveniles birthed anew by the amber egg of Queen Rennala, the head of Raya Lucaria Academy. Yet their rebirth is not without imperfections, and thus do they repeat the process, eventually becoming utterly dependent upon it. Rebirth is as sleep to them, and with each awakening, memory fades into oblivion.",Chest Armor,38,25,63,71,1,4.1
17f697169b9l0i0nteof8bmo9j5jgl,Kaiden Armor,Armor worn by Kaiden sellswords.,Chest Armor,25,55,11,11,14,8.8
17f6956de05l0i0ocg5j3bh9loxbym,Kaiden Gauntlets,Gauntlets worn by Kaiden sellswords.,Gauntlets,8,15,6,6,3,2.9
17f69841f31l0i0p19rg3lex25o0oi,Kaiden Helm,"Helm worn by Kaiden sellswords. These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback. Kaiden is the name of their home settlement.",Helm,12,22,9,9,5,4
17f697e7e13l0i0pkvbhfo23lln9bh,Kaiden Trousers,Trousers worn by Kaiden sellswords.,Leg Armor,15,26,7,7,7,5.1
17f69503212l0i0nte4011gmp66g3jz,Knight Armor,"Iron armor of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",Chest Armor,28,50,18,18,19,10.6
17f69adf4c2l0i0odlid8lejwstaeu,Knight Gauntlets,"Iron gauntlets of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",Gauntlets,9,17,6,6,4,3.5
17f6954422cl0i0pkw3x0jp3fcunxb,Knight Greaves,"Iron greaves of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",Leg Armor,17,31,11,11,11,6.6
17f69a86fa0l0i0p15n2exwbb7imrn,Knight Helm,"Iron helm of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",Helm,12,22,8,8,6,4.6
17f698879e4l0i0ntflgv6ht3fsl6t,Land Of Reeds Armor,"Armor made from strips of iron fastened together. Worn by warriors of the Land of Reeds. The Land of Reeds has long been locked in a miserable civil war, during which time it has remained alienated from the cultures of its neighbors. Little wonder that the entire nation has succumbed to blood-soaked madness, or so it is said.",Chest Armor,60,50,50,55,6,8.3
17f69647ef1l0i0odt2cfmif5045ua,Land Of Reeds Gauntlets,Gauntlets wrapped in tough leather. Worn by the warriors of the Land of Reeds,Gauntlets,20,17,17,18,1,2.8
17f6956f3cfl0i0pl04d031fv2ld7,Land Of Reeds Greaves,Greaves wrapped in tough leather.,Leg Armor,37,31,31,34,4,5.1
17f69b407a5l0i0p18io80r14z66po,Land Of Reeds Helm,"Helm made from strips of iron fastened together. Worn by warriors of the Land of Reeds. The Land of Reeds has long been locked in a miserable civil war, during which time it has remained alienated from the cultures of its neighbors. Little wonder that the entire nation has succumbed to blood-soaked madness, or so it is said.",Helm,26,22,22,23,2,3.6
17f697688d7l0i0p1h96rv7f34xd0b,Lazuli Glintstone Crown,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.,Helm,16,26,10,10,3,5.1
17f695ed415l0i0ntif92akzx0ovmm,Lazuli Robe,"Robe worn by scholars of the Lazuli Conspectus, singular among the greater Raya Lucaria Academy. These scholars, who sought to master Carian sorcery, instead learned to see the moon as equal to the stars. This robe, in the hue of the full moon, signifies their heresy.",Chest Armor,42,21,0,67,0,4.1
17f69894502l0i0ntxkt2y5dhjdl7p,Leather Armor,Lightweight and battle-proven leather armor worn by a savvy soldier.,Chest Armor,60,35,42,50,2,7.1
17f69c101efl0i0plwcdy4h7oe06s,Leather Boots,Lightweight and battle-proven leather boots worn by a savvy soldier. Many admire the wearer of this armor for his chivalrous and forthright spirit.,Leg Armor,37,22,26,31,1,4.4
17f698690e2l0i0odxho9jo3dx4m2t,Leather Gloves,Lightweight and battle-proven leather gloves worn by a savvy soldier. Many admire the wearer of this armor for his chivalrous and forthright spirit.,Gauntlets,20,12,14,17,1,2.4
17f692d6d3fl0i0plykz2nvpwtqx6q,Leather Trousers,Well-made leather trousers. The lower legs are each bound in cord for ease of movement.,Leg Armor,16,29,11,7,8,5.5
17f69b3d13al0i0nugmba2ouxg19qb,Leather-draped Tabard,Padded cloth armor with a leather shawl draped over the shoulders.,Chest Armor,63,42,55,55,8,8.3
17f69b968e9l0i0nuk291h2knlgiqv,Leyndell Knight Armor,"Armor worn by knights sworn to defend the royal capital of Leyndell. Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",Chest Armor,35,55,24,24,19,11.8
17f6970f215l0i0nujl52kn31cm8jm,Leyndell Knight Armor (altered),Lighter version of the Leyndell Knight Armor.,Chest Armor,32,50,0,21,0,10.8
17f695bb780l0i0oe3tjfx58cget0s,Leyndell Knight Gauntlets,Gauntlets worn by knights sworn to defend the royal capital of Leyndell. Time has yet to dull their luster,Gauntlets,12,19,8,8,4,3.9
17f6942a406l0i0pm0d0tqba0zfhdu,Leyndell Knight Greaves,Greaves worn by knights sworn to defend the royal capital of Leyndell. Time has yet to dull their luster.,Leg Armor,22,35,15,15,11,7.3
17f6982d6d7l0i0p2o2i9yxyofn0mp,Leyndell Knight Helm,Helm worn by knights sworn to defend the royal capital of Leyndell.,Helm,15,24,10,10,6,5.1
17f69743431l0i0odwtjw9ktch75jr,Leyndell Soldier Gauntlets,Gauntlets worn by soldiers sworn to defend the royal capital of Leyndell. Rust-worn and stained through unending conflict.,Gauntlets,11,18,8,8,4,3.5
17f6941c186l0i0pm1lnb643gzk7eh,Leyndell Soldier Greaves,Greaves worn by soldiers sworn to defend the royal capital of Leyndell. Rust-worn and stained through unending conflict.,Leg Armor,20,34,14,14,10,6.6
17f69aa6dfdl0i0p31z2jv5am2erqc,Leyndell Soldier Helm,"Helm worn by soldiers sworn to defend the royal capital of Leyndell. Made from durable iron, layered with a chainmail coif beneath.",Helm,12,22,9,9,5,4
17f69669128l0i0nuklvpxe21yb3kp,Lionel's Armor,Round iron armor with a banner extending from its back. Worn by the Lionel the Lionhearted.,Chest Armor,63,99,42,50,37,21.2
17f69b0d53fl0i0nujjyrjjg524xor,Lionel's Armor (altered),Lighter version of the Lionel's Armor.,Chest Armor,57,90,0,45,0,20.2
17f69654184l0i0odyh0dtdavp394v,Lionel's Gauntlets,Founded iron gauntlets.,Gauntlets,21,33,14,17,8,7.1
17f6987f610l0i0pm1vzwigb76cu0m,Lionel's Greaves,Rounded iron greaves. Worn by Lionel the Lionhearted.,Leg Armor,39,61,26,31,22,13.1
17f6950e137l0i0p2q9h6f0ocw3c77,Lionel's Helm,Round iron helm with a distinctive large brim. Worn by Lionel the Lionhearted.,Helm,27,42,18,22,12,9.1
17f69b02356l0i0nul0mkz8nbq4rqj,Lord Of Blood's Robe,"Attire of Mohg, Lord of Blood, embroidered with an extravagant gold emblem on black cloth. The dress of a Luminary, the reigning lord and hierarch of the coming dynasty of Mohgwyn. Or perhaps, of a raving lunatic.",Chest Armor,63,23,55,55,8,8.1
17f69481421l0i0nuqgwo0cwsq8vc,Lord Of Blood's Robe (altered),Lighter version of the Lord Of Blood's Robe.,Chest Armor,57,21,0,50,0,7.5
17f6931b7c7l0i0p2n8wy9rv3duh8s,Lusat's Glintstone Crown,"The giant blue glintstone crown worn by Lusat, primeval current sorcerer.",Helm,23,11,0,44,0,3.6
17f695c3ff9l0i0odvnq2v5kiezuxo,Lusat's Manchettes,"Manchettes corroded by blue glintstones. Worn by Lusat, primeval current sorcerer.",Gauntlets,12,6,0,22,0,1.1
17f699d7041l0i0nuo8w22499tgoyc,Lusat's Robe,A robe reserved for grand masters at the Academy of Raya Lucaria. Corroded by blue glintstones.,Chest Armor,50,25,0,99,0,7.1
17f69b03743l0i0nuwvwgkt75di5k,Malenia's Armor,"Armor made of unalloyed gold. Worn by Malenia, Blade of Miquella. Malenia awaited Miquella at the foot of the husk. ""My brother will keep his promise. He possesses the wisdom, the allure, of a god - he is the most fearsome Empyrean of all.""",Chest Armor,38,32,11,11,9,7.7
17f69997c07l0i0nvphxr9fuflcj2r,Malenia's Armor (altered),Lighter version of the Maleinia's Armor.,Chest Armor,29,25,0,0,0,6.8
17f69aa91d7l0i0oe1pj6fo1o9vsx,Malenia's Gauntlet,"Gauntlet made of unalloyed gold. Worn by Malenia, Blade of Miquella. Malenia awaited Miquella at the foot of the husk. ""My brother will keep his promise. He possesses the wisdom, the allure, of a god—he is the most fearsome Empyrean of all.""",Gauntlets,17,14,0,6,0,3.1
17f6995b220l0i0pm3i22h6tm82k99,Malenia's Greaves,"Greaves made of unalloyed gold. Worn by Malenia, Blade of Miquella. Malenia awaited Miquella at the foot of the husk. ""My brother will keep his promise. He possesses the wisdom, the allure, of a god—he is the most fearsome Empyrean of all.""",Leg Armor,31,26,11,11,8,5.7
17f69570454l0i0p2run60av8ymo9k,Malenia's Winged Helm,Winged helm made of unalloyed gold.,Helm,22,18,8,8,4,4
17f69a9d818l0i0nvqxy32740gd00f,Malformed Dragon Armor,"Malformed golden armor. Adorned with various dragon imagery and worn by the misshapen Tree Sentinels. After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",Chest Armor,57,76,38,38,26,16
17f6974ca8bl0i0oe3tld3ayug66kf,Malformed Dragon Gauntlets,Malformed golden gauntlets.,Gauntlets,19,25,13,13,6,5.3
17f6939b5a9l0i0pm2fy91us27d46j,Malformed Dragon Greaves,Malformed golden greaves.,Leg Armor,35,47,24,24,16,9.9
17f69a7ca14l0i0p2tuxxq38wcosb,Malformed Dragon Helm,A malformed golden helm. Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.,Helm,24,33,16,16,8,6.8
17f69afddc1l0i0nvr2mcm4to2vap8,Maliketh's Armor,"Beast's armor made of black iron and decorated with gold. Worn by Maliketh the Black Blade. Maliketh, Queen Marika's loyal half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions.",Chest Armor,35,57,24,50,19,12.8
17f69473afal0i0nvo58tuankei4se,Maliketh's Armor (altered),Lighter version of the Maliketh's Armor.,Chest Armor,29,50,0,42,0,11.8
17f69345295l0i0odvo3gukydx02yf,Maliketh's Gauntlets,"Beast's gauntlets made of black iron and decorated with gold. Worn by Maliketh the Black Blade. Maliketh, Queen Marika's loyral half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions",Gauntlets,12,19,8,17,4,4.3
17f699a3975l0i0pm54n0l27gvvo5,Maliketh's Greaves,"Beast's greaves made of black iron and decorated with gold. Worn by Maliketh the Black Blade. Maliketh, Queen Marika's loyal half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions.",Leg Armor,22,35,15,31,11,7.9
17f6941fde9l0i0p2mko47s97axtui,Maliketh's Helm,Beast's helm made of black iron and decorated with gold. Worn by Maliketh the Black Blade.,Helm,15,24,10,22,6,5.5
17f695f6f46l0i0p2ykast2we1aq1l,Marais Mask,"Mask in the image of a white-haired young noble. Customarily worn by the head of House Marais. Increases arcane. The Marais family has a dual history spanning generations, serving as both executioners and castellans of the Shaded Castle. This mask bears the likeness of the first of their line.",Helm,20,14,35,33,1,2.2
17f6993cfa0l0i0nvrvi3hjy93drk,Marais Robe,Robe with a black mantle across the shoulders. Customarily worn by the head of House Marais. The sons of House Marais are all sickly born. Little wonder that Maleigh Marais would be so beguiled by the beautiful and fierce goddess who was born into rot.,Chest Armor,42,28,71,67,2,4.1
17f69b230edl0i0nvref9qs0csu7c,Marionette Soldier Armor,"Armor of metal bands arranged in a lattice. Worn by marionette soldiers, crafted to serve the sorcerers. The construction of this armor is remarkably crude, now rusted over and severely dented. For a doll, the only thing that matters is that it does not break.",Chest Armor,24,50,21,18,14,8.8
17f699c3b5fl0i0p3o03nj3sdoaw5s,Marionette Soldier Birdhelm,Metal helm formed in the likeness of the face of a bird.,Helm,11,18,8,9,5,3.8
17f699e7e02l0i0p30ih3ylhyrbsjl,Marionette Soldier Helm,"Cylindrical helm of plate metal reinforced with a lattice. Worm by marionette soldiers, crafted to serve the sorcerers.",Helm,10,22,9,8,4,3.8
17f69a0d3c3l0i0p3o08ykgd7j2xjh,Marionette Soldier Helm,"Cylindrical helm of plate metal reinforced with a lattice. Worn by marionette soldiers, crafted to serve the sorcerers.",Helm,10,22,9,8,4,3.8
17f693b438bl0i0p4gemfom2fp1vb,Mask Of Confidence,"Mask with the mouth sewn shut with gold thread. Increases arcane. When Radagon married Rennala, he ordered the Carian magic preceptors to don these masks. To make it clear that all of their matters were to be kept strictly private.",Helm,26,12,44,42,2,3.6
17f696b894el0i0ofdbtcjix5qajrp,Mausoleum Gauntlets,Gauntlets worn by headless soldiers who endlessly guard the Wandering Mausoleum. Rust-worn and stained through unending conflict.,Gauntlets,11,17,8,7,4,3.5
17f69a056cfl0i0pm6kq7y9ufxm2t,Mausoleum Greaves,Greaves worn by headless soldiers who endlessly guard the Wandering Museum. Rust-worn and stained through unending conflict.,Leg Armor,20,31,14,13,11,6.6
17f69967856l0i0nvrvvpq3818oul,Mausoleum Knight Armor,"Armor worn by headless knights who endlessly guard the Wandering Mausoleum. The wing-shaped ornaments on its back evoke the Deathbird. A self-inflicted curse that ties the spirits of these loyal knights to the land, having willingly beheaded themselves so that they may serve theirs masters in death.",Chest Armor,35,55,24,23,21,11.8
17f698e101bl0i0nvu6km8okwrj0y,Mausoleum Knight Armor (altered),Lighter version of the Mausoleum Knight Armor,Chest Armor,32,50,0,21,0,10.8
17f692c707bl0i0ofc3oguearc3gzo,Mausoleum Knight Gauntlets,Gauntlets worn by headless knights who endlessly guard the Walking Mausoleum. Time has yet to dull their luster.,Gauntlets,12,18,8,8,4,3.9
17f69a4792dl0i0pm6tuxc3efvpc5h,Mausoleum Knight Greaves,Greaves worn by headless knights who endlessly guard the Wandering Mausoleum. Time has yet to dull their luster.,Leg Armor,22,34,15,14,12,7.3
17f6972fc30l0i0nvu6k4m9fl8hyqq,Mausoleum Surcoat,Armor worn by headless soldiers who endlessly guard the Wandering Mausoleum.,Chest Armor,32,50,23,21,19,10.6
17f69a7eb92l0i0ofelpljitl8hw9s,Millicent's Gloves,Gloves worn by Millicent the Rotting,Gauntlets,13,7,0,21,0,1.1
17f6952d31fl0i0ofc3j9nf2llq7yi,Mushroom Arms,Mushrooms found growing all over the body. These overgrown mushroom have colonized the arms.,Gauntlets,34,8,30,25,0,1.7
17f69824c90l0i0nw0v1hlt9jj1ozx,Mushroom Body,"Mushrooms found growing all over the body. These overgrown mushroom have colonized the torso. To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",Chest Armor,102,24,90,76,1,5.1
17f69c41c6al0i0p4u5sk20p43vz1,Mushroom Crown,"Mushrooms found growing all over the body. These overgrown mushrooms form a towering headpiece. Raises attack power when something nearby suffers from poison or rot. Long ago, great lords served the scarlet rot. Perhaps such fungal bodies served as their crowns.",Helm,46,45,18,22,9,9.1
17f693b0fa9l0i0p4etuldc9puvo8l,Mushroom Head,Mushrooms found growing all over the body. These overgrown mushroom have colonized the head.,Helm,44,10,39,33,0,2.2
17f696ee179l0i0pne15nwa4b5cn9q,Mushroom Legs,"Mushrooms found growing all over the body. These overgrown mushroom have colonized the Legs.  To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",Leg Armor,63,15,56,47,1,3.1
17f69a37531l0i0p4h1p5j95hyj8xd,Navy Hood,"A hooded cloak of deep navy. Worn by expatriated royalty. Increases mind. Such cloaks were gifted to those who departed on missions to faraway lands, from which they would never return. But what choice did they have, having seen the guidance of grace?",Helm,20,10,29,27,0,1.7
17f693b1016l0i0nwxu80z0xa8kekm,Night Maiden Armor,"Armor worn by the nightmaidens of the Eternal City. Indicates the highest clerical rank, and includes a silk cape. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Chest Armor,63,38,0,55,0,8.3
17f69b92fcal0i0p4cyhqol55tgk9,Night Maiden Twin Crown,"Twin crowns worn by the nightmaidens of the Eternal City. Indicates the highest clerical rank, and hides the eyes with silk. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Helm,26,15,22,22,2,3.3
17f69673ae1l0i0nwxtb89u8m5753k,Night's Cavalry Armor,Pitch-black armor thinly painted with dried blood. Worn by the Night's Cavalry who ride funeral steeds.,Chest Armor,38,57,24,24,21,12.8
17f698f2b04l0i0nwx8nxr6l6d32v,Night's Cavalry Armor (altered),Lighter version of the Night's Cavalry Armor,Chest Armor,34,52,0,21,0,12.8
17f6948f4adl0i0ofnyfaygrek4ks9,Night's Cavalry Gauntlets,Pitch-black gauntlets thinly painted with dried blood. Worn by the Night's Cavalry who ride funeral steeds.,Gauntlets,13,19,8,8,4,4.3
17f69584223l0i0pnc8qfej2bqj2yh,Night's Cavalry Greaves,Pitch-black greaves thinly painted with dried blood. Worn by the Night's Cavalry who ride funeral steeds.,Leg Armor,24,35,15,15,12,7.9
17f6961be1fl0i0p4fhrxrrzn02xnd,Night's Cavalry Helm,Pitch-black helm with flowing black hair. Worn by the Night's Cavalry who ride funeral steeds.,Helm,16,24,10,10,7,5.5
17f6983c12dl0i0p4r36dunr43mao,Night's Cavalry Helm (altered),Lighter version of the Night's Cavalry Helm.,Helm,14,21,0,9,0,5.5
17f69b16c57l0i0ofgwwi9eoabz75h,Noble's Gloves,"Gloves of plush leather. Worn by expatriated royalty. A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",Gauntlets,15,8,25,28,1,2.1
17f6999a067l0i0nwzj711o2cc0yqp,Noble's Traveling Garb,"Traveling attire fashioned from metallic white silk thread. Worn by expatriated royalty. A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",Chest Armor,46,24,76,83,2,6.3
17f6951005fl0i0pnljvpplac2f0bg,Noble's Trousers,"White trousers of superior craftsmanship. Worn by expatriated royalty. A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",Leg Armor,29,15,47,51,1,3.9
17f69b12523l0i0p57kxo84ihb8tfk,Nomadic Merchant's Chapeau,Chapeau of the nomadic merchants.,Helm,24,14,31,20,1,3
17f6940f011l0i0nwzai3wde1k2pbs,Nomadic Merchant's Finery,Finery of the nomadic merchants.,Chest Armor,57,32,71,46,3,7.2
17f696207eal0i0nwwj3wtlz7g8aq9,Nomadic Merchant's Finery (altered),Lighter version of the Nomadic Merchant's Finery,Chest Armor,50,25,0,38,0,6.1
17f696781fbl0i0pnb8q58nbh8f7zd,Nomadic Merchant's Trousers,"Trousers of the nomadic merchants. These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground. Then, they chanted a curse of despair, and summoned the flame of frenzy.",Leg Armor,35,20,0,29,0,4.4
17f697ff04el0i0p58ah80eaty1zpl,Nox Mirrorhelm,"Helm fashioned from a crystal looking-glass. One among the Eternal City's ritual implements. Easily broken and weak against striking attacks. Worn by those committed to high treason, it wards off the intervention of the Greater Will and its vassal Fingers.",Helm,29,33,26,42,4,7.5
17f69b14080l0i0nx0vgixc55r6upm,Nox Monk Armor,"Armor worn by the monks of the Eternal City, with a silk cape attached. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Chest Armor,63,42,50,50,6,8.1
17f69a509bbl0i0nx3vmcxam3krt3o,Nox Monk Armor (altered),Lighter version of the Nox Monk Armor.,Chest Armor,54,34,0,42,0,7.4
17f693fc837l0i0off9ln8pmeyhp0g,Nox Monk Bracelets,"Bracelets worn by the monks of the Eternal City. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Gauntlets,20,13,15,15,1,2.6
